ACELERÔMETRO X (m/s²);ACELERÔMETRO Y (m/s²);ACELERÔMETRO Z (m/s²);GRAVIDADE X (m/s²);GRAVIDADE Y (m/s²);GRAVIDADE Z (m/s²);ACELERAÇÃO LINEAR X (m/s²);ACELERAÇÃO LINEAR Y (m/s²);ACELERAÇÃO LINEAR Z (m/s²);GIROSCÓPIO X (rad/s);GIROSCÓPIO Y (rad/s);GIROSCÓPIO Z (rad/s);LUZ (lux);PROXIMIDADE (m);NÍVEL DO SOM (dB);LOCALIZAÇÃO Latitude : ;LOCALIZAÇÃO Longitude : ;LOCALIZAÇÃO Altitude ( m);LOCALIZAÇÃO Altitude-google ( m);LOCALIZAÇÃO Velocidade ( Metros por segundo);LOCALIZAÇÃO Precisão ( m);LOCALIZAÇÃO ORIENTAÇÃO (°);Satélite dentro do Alcance;Tempo desde o início, em m/s ;YYYY-MO-DD HH-MI-SS_SSS
0.9223;61.384;75.134;-0.352;36.732;90.859;0.6392;0.4053;0.3388;17.356;-0.1664;0.2638;21419.8;5.0;46.89;-25.449.516;-4.923.468;910.22;NaN;1.0;3.790.092;44.9;15 / 18;452509;2023-06-30 10:43:56:855
-0.1581;65.355;70.119;0.5838;63.394;74.593;0.2912;0.2007;0.0816;0.0859;-0.3489;-0.0603;18524.9;5.0;46.036;-25.449.516;-4.923.468;910.22;NaN;1.0;3.790.092;44.9;15 / 18;453009;2023-06-30 10:43:57:355
0.2425;68.367;79.961;0.8603;70.071;68.067;-0.6421;-0.5862;-0.2263;0.0851;-0.1008;0.0422;18524.9;5.0;45.046;-25.449.512;-49.234.673;909.41;NaN;0.64;3.790.092;44.2;15 / 18;453509;2023-06-30 10:43:57:855
0.0243;84.719;50.673;0.1749;75.365;62.723;-0.8473;12.306;12.547;-0.1679;-0.0714;-0.2545;15661.2;5.0;60.172;-25.449.512;-49.234.673;909.41;NaN;0.64;3.790.092;44.2;15 / 18;454009;2023-06-30 10:43:58:355
0.5198;86.731;70.101;0.7226;70.642;67.635;0.0489;0.961;0.2053;0.1358;-0.0824;0.0852;15661.2;5.0;63.485;-25.449.509;-4.923.467;909.76;NaN;1.04;3.790.092;42.3;15 / 18;454508;2023-06-30 10:43:58:854
-0.1578;65.223;58.141;0.9438;73.516;64.213;-11.923;-0.4272;-13.058;-0.2092;0.1059;0.0193;15661.2;5.0;63.092;-25.449.509;-4.923.467;909.76;NaN;1.04;3.790.092;42.3;15 / 18;455009;2023-06-30 10:43:59:355
0.8974;6.204;56.375;0.7325;62.518;75.199;-15.566;-15.052;-0.4209;-0.1779;-0.0389;0.3981;17874.7;5.0;63.815;-254.495;-4.923.466;909.48;NaN;1.21;3.790.092;52.2;15 / 19;455509;2023-06-30 10:43:59:855
0.177;57.324;53.707;0.7078;66.252;71.955;0.6529;-0.4831;-20.075;0.1419;0.2686;-0.2963;17874.7;5.0;61.783;-254.495;-4.923.466;909.48;NaN;1.21;3.790.092;52.2;15 / 19;456009;2023-06-30 10:44:00:355
-0.6345;69.038;75.982;-0.8651;60.776;76.476;-0.3036;10.487;0.7049;-0.1441;0.9521;0.0543;17874.7;5.0;62.578;-25.449.495;-4.923.465;909.82;NaN;0.95;3.790.092;53.0;15 / 19;456510;2023-06-30 10:44:00:856
-33.471;61.348;91.271;-0.6539;44.246;87.273;-0.7567;0.7726;0.9062;0.1625;-0.2201;-0.1831;22056.7;5.0;44.427;-25.449.495;-4.923.465;909.82;NaN;0.95;3.790.092;53.0;15 / 19;457009;2023-06-30 10:44:01:355
-0.0991;4.92;86.917;-0.8663;45.705;86.331;0.4751;0.2317;-0.3845;0.0222;0.5661;0.29;22056.7;5.0;54.78;-25.449.492;-4.923.464;909.82;NaN;1.01;3.790.092;58.6;15 / 19;457509;2023-06-30 10:44:01:855
-12.232;37.855;80.808;-19.919;57.364;77.004;-0.0165;-0.9571;-34.291;-0.3065;-10.613;-0.0224;22056.7;5.0;52.068;-25.449.492;-4.923.464;909.82;NaN;1.01;3.790.092;58.6;15 / 19;458009;2023-06-30 10:44:02:355
1.481;55.919;61.654;0.9471;64.789;73.005;0.0599;-10.565;27.509;0.639;-0.5598;-0.094;18141.9;5.0;57.146;-25.449.486;-49.234.627;910.44;NaN;0.97;3.790.092;52.2;15 / 19;458509;2023-06-30 10:44:02:855
0.2653;73.305;61.112;0.1339;64.376;73.966;0.4313;0.7816;-0.8365;0.1161;0.4216;0.1044;18141.9;5.0;56.722;-25.449.486;-49.234.627;910.44;NaN;0.97;3.790.092;52.2;15 / 19;459009;2023-06-30 10:44:03:355
-0.0719;63.384;76.077;0.1018;60.682;77.031;0.3437;0.4359;-10.781;-0.0376;-0.3635;-0.045;18141.9;5.0;41.116;-2.544.948;-4.923.462;910.96;NaN;1.0;3.790.092;49.3;15 / 19;459508;2023-06-30 10:44:03:854
0.6495;66.142;64.669;0.598;61.442;76.198;0.0527;0.4822;-1.138;-0.0676;0.4469;0.257;18141.9;5.0;41.66;-2.544.948;-4.923.462;910.96;NaN;1.0;3.790.092;49.3;15 / 19;460009;2023-06-30 10:44:04:355
-0.0374;63.837;75.544;0.2501;6.523;73.183;0.1999;14.759;0.0624;0.2421;-0.0578;0.0201;18141.9;5.0;43.491;-25.449.472;-4.923.461;910.54;NaN;1.0;3.790.092;44.6;15 / 19;460509;2023-06-30 10:44:04:855
-0.3;81.162;62.657;0.877;66.342;71.686;-0.0626;0.6801;-0.2775;-0.159;-0.4804;0.087;18141.9;5.0;49.941;-25.449.472;-4.923.461;910.54;NaN;1.0;3.790.092;44.6;15 / 19;461009;2023-06-30 10:44:05:355
10.579;63.678;68.702;0.9964;63.059;7.444;-0.8473;-0.2336;-0.9456;-0.0374;0.4288;0.0647;18141.9;5.0;47.761;-25.449.469;-49.234.604;910.47;NaN;0.97;3.790.092;45.6;15 / 19;461509;2023-06-30 10:44:05:855
0.9818;54.195;70.529;12.028;67.237;70.368;11.282;-0.382;-11.131;-0.0917;0.1112;0.1824;18141.9;5.0;56.656;-25.449.469;-49.234.604;910.47;NaN;0.97;3.790.092;45.6;15 / 19;462009;2023-06-30 10:44:06:355
0.6079;3.928;106.967;0.5735;60.331;77.099;20.096;0.4011;0.4643;-0.5529;0.79;-11.448;20716.1;5.0;60.895;-2.544.946;-49.234.592;910.72;NaN;0.99;3.790.092;47.6;15 / 19;462509;2023-06-30 10:44:06:855
-0.1359;74.993;64.226;-0.4889;64.838;73.411;0.4526;0.3896;-0.9947;-0.2716;0.5085;0.0734;20716.1;5.0;41.103;-2.544.946;-49.234.592;910.72;NaN;0.99;3.790.092;47.6;15 / 19;463009;2023-06-30 10:44:07:355
-0.9708;65.852;67.846;-0.8639;61.349;76.018;0.1996;0.0862;-0.7792;0.1068;-0.2779;-0.0372;20716.1;5.0;58.545;-25.449.455;-4.923.459;910.57;NaN;0.99;3.790.092;49.8;15 / 19;463508;2023-06-30 10:44:07:854
-0.5638;5.662;6.298;0.3332;62.661;75.363;-0.8198;-0.4044;-0.3151;-0.0341;-0.7269;-0.3848;20716.1;5.0;65.787;-25.449.455;-4.923.459;910.57;NaN;0.99;3.790.092;49.8;15 / 19;464008;2023-06-30 10:44:08:354
0.091;58.758;84.818;-0.1123;62.949;75.187;0.3216;11.882;0.8014;-0.2053;0.1069;0.1963;20716.1;5.0;63.947;-25.449.448;-4.923.458;910.13;NaN;0.87;3.790.092;47.5;15 / 19;464509;2023-06-30 10:44:08:855
0.1243;71.128;74.404;0.2885;61.665;76.198;-0.6657;0.8357;-0.3902;0.0755;-0.2131;-0.0184;18057.3;5.0;66.311;-25.449.448;-4.923.458;910.13;NaN;0.87;3.790.092;47.5;15 / 19;465009;2023-06-30 10:44:09:355
-0.1189;60.938;68.208;0.3279;61.606;7.623;-0.4214;-0.6533;0.2223;-0.0081;-0.0633;0.1876;18057.3;5.0;62.982;-25.449.444;-49.234.573;909.7;NaN;0.61;3.790.092;50.4;15 / 19;465509;2023-06-30 10:44:09:855
-11.681;7.034;86.219;-0.2473;57.866;79.136;0.3208;12.784;-0.5211;0.0186;0.4948;0.3121;18057.3;5.0;47.449;-25.449.444;-49.234.573;909.7;NaN;0.61;3.790.092;50.4;15 / 19;466009;2023-06-30 10:44:10:355
-0.8752;61.785;91.238;-0.2413;5.4;81.824;-0.863;0.8449;-0.4421;0.3683;-0.0455;0.1189;18057.3;5.0;60.284;-2.544.944;-4.923.457;909.61;NaN;0.92;3.790.092;52.3;14 / 19;466509;2023-06-30 10:44:10:855
-0.8031;50.787;71.322;-0.9379;51.587;82.873;-0.1099;-0.1173;-0.554;0.3153;-0.294;-0.2406;18057.3;5.0;66.375;-2.544.944;-4.923.457;909.61;NaN;0.92;3.790.092;52.3;14 / 19;467009;2023-06-30 10:44:11:355
-1.867;52.159;6.345;-10.058;59.831;77.046;0.0229;-0.5666;0.491;-0.3254;-0.1594;-0.1874;18057.3;5.0;59.061;-25.449.432;-4.923.456;909.34;NaN;0.9;3.790.092;54.6;14 / 19;467508;2023-06-30 10:44:11:854
-0.0305;5.859;9.387;-0.3942;54.161;81.658;-0.1747;14.435;0.1369;-0.0277;0.0545;0.2643;18057.3;5.0;64.479;-25.449.432;-4.923.456;909.34;NaN;0.9;3.790.092;54.6;14 / 19;468009;2023-06-30 10:44:12:355
0.0554;61.929;75.535;-0.4164;55.494;80.747;0.2054;0.1629;-0.7256;0.2272;0.1955;-0.2156;18057.3;5.0;62.887;-25.449.429;-4.923.455;909.09;NaN;0.85;3.790.092;52.7;14 / 19;468508;2023-06-30 10:44:12:854
-0.6294;5.562;76.961;-0.528;66.394;71.979;-0.5759;-0.7993;-0.5188;0.0622;-0.233;0.0771;18057.3;5.0;62.885;-25.449.429;-4.923.455;909.09;NaN;0.85;3.790.092;52.7;14 / 19;469009;2023-06-30 10:44:13:355
0.3985;79.967;84.156;0.1897;66.157;72.365;-0.7089;10.791;0.1578;0.1435;-0.3979;-0.1935;18057.3;5.0;66.565;-25.449.425;-49.234.543;908.52;NaN;0.74;3.790.092;52.4;14 / 19;469509;2023-06-30 10:44:13:855
0.5246;66.753;64.636;0.224;67.421;71.179;0.376;-0.0124;-0.6955;-0.2258;-0.1583;-0.2714;18057.3;5.0;65.205;-25.449.425;-49.234.543;908.52;NaN;0.74;3.790.092;52.4;14 / 19;470012;2023-06-30 10:44:14:358
-0.8049;63.079;64.148;-0.2483;70.011;68.624;-0.6109;-0.3439;0.3702;-0.0206;-0.2875;0.0302;15708.0;5.0;62.704;-2.544.942;-4.923.454;909.1;NaN;0.75;3.790.092;54.1;14 / 19;470508;2023-06-30 10:44:14:854
-0.1644;73.251;72.655;0.0702;68.096;70.565;-0.0639;0.761;-17.888;-0.4475;-10.812;-0.2968;15708.0;5.0;65.328;-2.544.942;-4.923.454;909.1;NaN;0.75;3.790.092;54.1;14 / 19;471011;2023-06-30 10:44:15:357
0.6378;63.953;7.47;0.5545;64.393;73.756;0.1512;-0.05;-0.6534;-0.0582;0.2463;0.0969;15708.0;5.0;63.984;-25.449.415;-49.234.535;909.29;NaN;0.71;3.790.092;56.1;14 / 19;471509;2023-06-30 10:44:15:855
-0.721;58.426;71.268;0.1592;67.803;70.832;-0.8802;-0.9378;0.0436;0.1182;-0.0019;0.0691;15708.0;5.0;63.761;-25.449.415;-49.234.535;909.29;NaN;0.71;3.790.092;56.1;14 / 19;472009;2023-06-30 10:44:16:355
0.2818;73.838;67.819;0.4604;63.924;74.226;-0.1756;0.8863;0.0361;0.0176;-0.1614;-0.0627;15708.0;5.0;60.236;-25.449.411;-49.234.528;909.23;NaN;0.72;3.790.092;61.1;14 / 19;472508;2023-06-30 10:44:16:854
-0.1482;63.938;5.594;0.7281;67.405;70.856;-10.077;-0.6497;0.6243;-0.1425;0.327;-0.1268;15708.0;5.0;63.613;-25.449.411;-49.234.528;909.23;NaN;0.72;3.790.092;61.1;14 / 19;473009;2023-06-30 10:44:17:355
-0.4653;77.536;73.517;-0.1661;65.802;72.694;-0.2998;11.898;0.1007;0.0075;0.0214;0.2842;15708.0;5.0;52.89;-25.449.408;-4.923.452;908.79;NaN;1.13;3.790.092;72.7;14 / 19;473509;2023-06-30 10:44:17:855
-0.0653;65.882;70.158;0.0333;65.052;73.383;0.1574;-0.0608;0.1736;0.1208;-0.1254;-0.1301;15708.0;5.0;65.648;-25.449.408;-4.923.452;908.79;NaN;1.13;3.790.092;72.7;14 / 19;474008;2023-06-30 10:44:18:354
-10.819;62.507;89.471;0.5575;69.702;68.757;-0.7092;-0.7649;0.0084;-0.3505;0.1642;-0.1622;15708.0;5.0;64.442;-25.449.406;-49.234.512;909.08;NaN;0.9;3.790.092;75.2;14 / 19;474509;2023-06-30 10:44:18:855
14.085;63.974;82.192;0.4247;55.917;8.045;11.564;0.2616;-0.6823;0.4767;0.9685;-0.0686;15708.0;5.0;63.106;-25.449.406;-49.234.512;909.08;NaN;0.9;3.790.092;75.2;14 / 19;475008;2023-06-30 10:44:19:354
-1.269;60.153;55.743;-0.6778;61.199;76.327;-0.4648;-11.725;-0.1652;-0.177;-0.0659;0.0465;15708.0;5.0;68.396;-25.449.406;-49.234.505;909.5;NaN;0.58;3.790.092;79.4;14 / 19;475508;2023-06-30 10:44:19:854
-0.562;47.787;102.236;0.3036;56.833;79.861;-16.498;0.753;13.584;0.0646;-0.8553;-0.0967;15708.0;5.0;67.788;-25.449.406;-49.234.505;909.5;NaN;0.58;3.790.092;79.4;14 / 19;476008;2023-06-30 10:44:20:354
0.2515;63.522;73.406;0.0272;60.933;76.838;-0.2807;-0.2747;-16.665;0.2691;0.4151;0.1019;13.610.299;5.0;68.116;-25.449.406;-49.234.505;909.5;NaN;0.58;3.790.092;79.4;14 / 19;476509;2023-06-30 10:44:20:855
-14.526;59.075;99.454;-0.7266;58.373;78.466;0.2011;0.5369;12.472;-0.0908;0.0565;0.2105;13.610.299;5.0;66.857;-25.449.406;-49.234.505;909.5;NaN;0.58;3.790.092;79.4;14 / 19;477009;2023-06-30 10:44:21:355
-0.3141;66.738;6.964;0.2026;59.063;78.259;-0.3708;0.5701;-0.9451;-0.2507;-0.024;-0.02;13.610.299;5.0;67.524;-25.449.404;-49.234.497;910.6;NaN;0.67;3.790.092;85.9;15 / 19;477509;2023-06-30 10:44:21:855
0.5414;47.984;90.268;0.4681;55.192;80.926;0.3608;0.0449;11.185;0.1345;-0.1083;-0.198;13.610.299;5.0;69.228;-25.449.404;-49.234.497;910.6;NaN;0.67;3.790.092;85.9;15 / 19;478010;2023-06-30 10:44:22:356
0.6085;63.591;6.875;0.0718;57.314;79.571;0.5795;0.6149;-0.2098;-0.2458;0.2063;-0.067;11.897.901;5.0;69.775;-25.449.404;-4.923.449;911.02;NaN;0.65;3.790.092;81.0;15 / 19;478508;2023-06-30 10:44:22:854
-0.9486;53.683;87.552;-0.1386;5.829;7.885;-0.5996;0.3652;0.237;0.4591;0.0804;0.2069;11.897.901;5.0;69.485;-25.449.404;-4.923.449;911.02;NaN;0.65;3.790.092;81.0;15 / 19;479008;2023-06-30 10:44:23:354
-0.1368;74.718;68.879;0.3219;6.497;73.387;-0.7159;0.7852;-0.5514;-0.1334;-0.3198;-0.1694;10265.7;5.0;65.987;-254.494;-4.923.448;911.39;NaN;0.72;3.790.092;84.8;15 / 19;479509;2023-06-30 10:44:23:855
0.3036;53.808;71.556;0.9118;62.383;75.115;-0.1554;-0.7939;-0.3939;-0.2583;-0.1586;-0.3932;10265.7;5.0;62.528;-254.494;-4.923.448;911.39;NaN;0.72;3.790.092;84.8;15 / 19;480009;2023-06-30 10:44:24:355
0.2797;61.016;81.177;0.3093;65.457;72.958;-0.036;0.9759;-0.0779;0.4868;-0.0294;0.3752;10265.7;5.0;56.66;-254.494;-4.923.448;911.39;NaN;0.72;3.790.092;84.8;15 / 19;480509;2023-06-30 10:44:24:855
0.4219;61.803;73.038;0.3647;59.345;77.986;-0.2406;0.3784;-0.7054;-0.2254;-0.2073;0.0265;3772.8;5.0;64.737;-254.494;-4.923.448;911.39;NaN;0.72;3.790.092;84.8;15 / 19;481009;2023-06-30 10:44:25:355
0.2776;45.544;87.342;0.8032;55.824;80.226;-0.6406;-0.6059;1.428;-0.061;-0.0754;-0.0798;3174.9;5.0;65.732;-25.449.396;-49.234.467;911.7;NaN;1.28;3.790.092;75.9;15 / 19;481509;2023-06-30 10:44:25:855
12.861;61.118;79.985;0.5651;56.938;79.644;0.7014;0.3813;-0.5649;0.0687;0.1318;0.0045;25.935.999;5.0;66.662;-25.449.396;-49.234.467;911.7;NaN;1.28;3.790.092;75.9;15 / 19;482008;2023-06-30 10:44:26:354
-0.2827;58.372;75.838;0.0522;56.128;80.414;-10.543;-0.3487;-0.9209;-0.1795;-0.2567;-0.1008;2174.7;5.0;45.801;-25.449.394;-4.923.446;912.2;NaN;0.79;3.790.092;72.0;15 / 19;482509;2023-06-30 10:44:26:855
-0.0126;6.843;90.501;0.4972;53.828;81.822;-0.2418;14.144;-0.2274;-0.0591;-0.0667;-0.0257;2174.7;5.0;40.066;-25.449.394;-4.923.446;912.2;NaN;0.79;3.790.092;72.0;15 / 19;483009;2023-06-30 10:44:27:355
0.2321;44.679;74.395;-0.0842;46.469;86.354;0.2386;-0.3344;-13.557;-0.3633;0.1497;-0.3145;2174.7;5.0;62.227;-2.544.939;-49.234.455;912.93;NaN;0.64;3.790.092;72.1;15 / 19;483508;2023-06-30 10:44:27:854
-10.438;41.451;113.348;-0.3989;43.297;87.901;-0.1714;0.2159;39.723;0.3856;0.2357;-0.0258;2174.7;5.0;45.677;-2.544.939;-49.234.455;912.93;NaN;0.64;3.790.092;72.1;15 / 19;484009;2023-06-30 10:44:28:355
-0.3788;58.024;112.531;-0.1492;45.893;86.652;-0.7468;14.888;-0.2016;-0.0172;-0.3657;0.1222;1757.6;5.0;58.461;-25.449.387;-49.234.447;913.04;NaN;0.75;3.790.092;73.5;15 / 19;484509;2023-06-30 10:44:28:855
-0.7183;43.499;59.935;-0.0852;48.581;85.183;-0.4485;-13.976;-17.744;0.0831;0.7055;-0.0257;1757.6;5.0;56.937;-25.449.387;-49.234.447;913.04;NaN;0.75;3.790.092;73.5;15 / 19;485009;2023-06-30 10:44:29:355
0.009;47.661;91.133;0.2605;58.441;78.708;0.2112;-0.2322;16.032;-0.2498;0.0959;-0.1447;1757.6;5.0;65.55;-25.449.383;-4.923.444;913.71;NaN;0.66;3.790.092;68.4;15 / 19;485509;2023-06-30 10:44:29:855
0.268;74.667;83.797;-0.2102;58.888;78.389;-0.351;0.5038;0.5639;-0.025;-0.3724;0.0202;1757.6;5.0;61.538;-25.449.383;-4.923.444;913.71;NaN;0.66;3.790.092;68.4;15 / 19;486009;2023-06-30 10:44:30:355
0.318;66.717;70.155;-0.2507;62.789;75.288;0.1878;0.0904;-0.7999;-0.023;0.0993;-0.1127;1757.6;5.0;41.554;-25.449.375;-49.234.432;913.02;NaN;0.8;3.790.092;68.4;15 / 19;486509;2023-06-30 10:44:30:855
-0.93;52.302;72.095;-0.5018;62.547;75.364;-10.694;-10.475;-15.837;-0.317;-0.1314;0.053;1757.6;5.0;64.561;-25.449.375;-49.234.432;913.02;NaN;0.8;3.790.092;68.4;15 / 19;487009;2023-06-30 10:44:31:355
-0.6612;69.035;76.898;-0.4218;5.676;7.986;-0.174;13.307;-0.4523;0.2033;-0.2935;-0.1206;2613.0;5.0;61.814;-25.449.371;-4.923.443;913.55;NaN;0.33;3.790.092;67.5;15 / 19;487509;2023-06-30 10:44:31:855
0.1126;59.668;68.376;-0.0724;59.059;78.285;-0.2864;-0.4049;-0.2837;-0.0746;0.1731;-0.1088;3061.9;5.0;62.153;-25.449.371;-4.923.443;913.55;NaN;0.33;3.790.092;67.5;15 / 19;488009;2023-06-30 10:44:32:355
-2.208;40.888;11.63;-0.9335;42.482;87.893;-16.211;0.1141;33.954;-0.7993;-0.842;-0.0426;3575.6;5.0;58.673;-25.449.368;-49.234.425;913.94;NaN;0.71;3.790.092;70.7;15 / 19;488509;2023-06-30 10:44:32:855
-0.0808;6.672;60.079;-0.095;57.924;79.126;-0.7918;-0.1781;-18.773;-0.298;-0.3819;0.1682;2943.0;5.0;48.943;-25.449.368;-49.234.425;913.94;NaN;0.71;3.790.092;70.7;15 / 19;489008;2023-06-30 10:44:33:354
-0.0593;50.137;80.216;0.5459;5.472;81.197;-0.6755;-0.9257;0.691;0.3248;0.0675;-0.1434;2943.0;5.0;51.52;-25.449.366;-49.234.417;914.3;NaN;0.59;3.790.092;76.4;15 / 19;489509;2023-06-30 10:44:33:855
-0.2434;69.142;79.458;-0.077;57.392;79.515;0.3783;0.6412;-0.7464;-0.1539;0.3037;0.3491;2361.5;5.0;48.956;-25.449.366;-49.234.417;914.3;NaN;0.59;3.790.092;76.4;15 / 19;490008;2023-06-30 10:44:34:354
-0.2614;54.153;82.961;-0.0487;45.653;8.679;-0.052;0.8475;-0.4356;-0.1301;-0.3471;-0.1489;2361.5;5.0;37.794;-25.449.364;-4.923.441;914.16;NaN;0.81;3.790.092;78.9;15 / 19;490509;2023-06-30 10:44:34:855
10.109;23.221;87.145;0.5334;36.662;90.799;13.053;-14.893;0.7285;-0.4723;0.7288;-0.402;2361.5;5.0;38.944;-25.449.364;-4.923.441;914.16;NaN;0.81;3.790.092;78.9;15 / 19;491009;2023-06-30 10:44:35:355
-10.304;50.886;79.674;-0.9126;35.304;91.035;0.6737;1.064;-0.8309;-0.2067;-0.3903;-0.7497;2361.5;5.0;38.302;-2.544.936;-492.344;914.45;NaN;0.68;3.790.092;80.0;15 / 19;491509;2023-06-30 10:44:35:855
-0.0536;42.517;77.994;-0.6974;38.945;89.731;0.5899;0.2848;-16.293;0.0381;-0.027;0.4485;2995.9;5.0;38.002;-2.544.936;-492.344;914.45;NaN;0.68;3.790.092;80.0;15 / 19;492009;2023-06-30 10:44:36:355
0.1542;41.139;48.595;-0.0183;43.821;87.731;0.1583;-13.384;-2.779;0.9714;0.4453;-0.192;2861.4;5.0;40.143;-2.544.936;-49.234.398;914.19;NaN;0.8;3.790.092;88.4;15 / 19;492509;2023-06-30 10:44:36:855
-14.283;23.769;115.495;-0.9128;38.737;89.628;-0.5862;15.964;-0.3141;-0.1366;-0.8028;-0.5634;33.062.998;5.0;39.86;-2.544.936;-49.234.398;914.19;NaN;0.8;3.790.092;88.4;15 / 19;493009;2023-06-30 10:44:37:355
15.684;40.642;112.459;12.717;25.168;93.925;-0.1081;18.473;0.4353;-0.4233;-0.3523;-0.0297;27.795.999;5.0;41.583;-25.449.358;-49.234.383;914.3;NaN;0.91;3.790.092;91.3;14 / 19;493509;2023-06-30 10:44:37:855
26.766;2.194;89.085;15.973;17.702;95.124;16.875;0.2225;-0.4081;0.4831;0.1589;-0.5465;27.795.999;5.0;42.864;-25.449.358;-49.234.383;914.3;NaN;0.91;3.790.092;91.3;14 / 19;494009;2023-06-30 10:44:38:355
0.3138;11.016;98.412;0.3597;24.206;94.964;-0.3413;-0.8931;0.5129;-0.4653;-0.1148;-0.3356;2203.0;5.0;42.135;-25.449.358;-49.234.375;914.04;NaN;0.93;3.790.092;94.4;15 / 19;494508;2023-06-30 10:44:38:854
-0.6126;56.932;94.292;0.3905;41.263;88.877;-0.3337;11.164;0.1949;-0.1077;-0.2007;-0.3139;2203.0;5.0;42.68;-25.449.358;-49.234.375;914.04;NaN;0.93;3.790.092;94.4;15 / 19;495009;2023-06-30 10:44:39:355
0.6701;52.868;60.291;0.4069;53.499;82.087;0.387;-0.5307;-28.287;-0.3848;0.1768;-0.459;1419.1;5.0;42.582;-25.449.358;-49.234.367;914.07;NaN;0.88;3.790.092;92.3;15 / 19;495509;2023-06-30 10:44:39:855
-24.982;0.7441;119.031;-0.9615;1.279;96.752;-14.859;-0.2687;48.855;-0.1581;0.5902;0.176;1419.1;5.0;42.613;-25.449.358;-49.234.367;914.07;NaN;0.88;3.790.092;92.3;15 / 19;496008;2023-06-30 10:44:40:354
-17.987;35.579;77.485;-16.879;20.537;94.395;-0.123;15.192;-16.226;0.4052;-0.1198;0.5487;1774.8;5.0;42.92;-25.449.356;-49.234.356;913.89;NaN;1.19;3.790.092;87.5;15 / 19;496509;2023-06-30 10:44:40:855
-10.681;27.255;61.516;-15.444;26.439;93.164;13.799;-0.3673;-34.457;0.2965;-0.1768;-0.17;1774.8;5.0;41.648;-25.449.356;-49.234.356;913.89;NaN;1.19;3.790.092;87.5;15 / 19;497009;2023-06-30 10:44:41:355
-10.825;14.011;63.549;-0.6471;40.003;89.302;-0.552;-25.437;-16.297;0.7992;0.4832;0.6967;2480.0;5.0;46.308;-25.449.356;-49.234.344;913.47;NaN;0.77;3.790.092;92.7;15 / 19;497509;2023-06-30 10:44:41:855
-11.714;43.553;109.066;0.174;37.053;9.078;-0.2344;17.941;1.672;-0.7289;-0.5843;-0.3629;2480.0;5.0;46.745;-25.449.356;-49.234.344;913.47;NaN;0.77;3.790.092;92.7;15 / 19;498009;2023-06-30 10:44:42:355
